,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words
ML2068,voices carry,til tuesday,20,5,3,2,1,5,3,4,1,2,0,115,25,90,17.391304347826086,4.3478260869565215,2.608695652173913,1.7391304347826086,0.8695652173913043,4.3478260869565215,2.608695652173913,3.4782608695652173,0.8695652173913043,1.7391304347826086,0.0,100.0,21.73913043478261,0
ML2069,misled,kool  the gang,32,11,6,11,1,10,21,7,7,7,0,199,43,156,16.08040201005025,5.527638190954774,3.0150753768844223,5.527638190954774,0.5025125628140703,5.025125628140704,10.552763819095478,3.5175879396984926,3.5175879396984926,3.5175879396984926,0.0,100.0,21.608040201005025,0
ML2070,would i lie to you,eurythmics,13,15,12,13,12,9,2,13,0,2,0,124,28,96,10.483870967741936,12.096774193548388,9.67741935483871,10.483870967741936,9.67741935483871,7.258064516129032,1.6129032258064515,10.483870967741936,0.0,1.6129032258064515,0.0,100.0,22.580645161290324,0
ML2071,be near me,abc,9,7,4,9,2,10,9,6,5,2,0,109,16,93,8.256880733944953,6.422018348623853,3.669724770642202,8.256880733944953,1.834862385321101,9.174311926605505,8.256880733944953,5.504587155963303,4.587155963302752,1.834862385321101,0.0,100.0,14.678899082568808,0
ML2072,no more lonely nights,paul mccartney,3,13,12,6,12,12,3,11,2,0,0,106,16,90,2.830188679245283,12.264150943396226,11.320754716981131,5.660377358490566,11.320754716981131,11.320754716981131,2.830188679245283,10.377358490566039,1.8867924528301887,0.0,0.0,100.0,15.09433962264151,0
ML2073,i cant hold back,survivor,5,7,1,13,0,1,5,2,0,5,0,155,12,143,3.225806451612903,4.516129032258065,0.6451612903225806,8.387096774193548,0.0,0.6451612903225806,3.225806451612903,1.2903225806451613,0.0,3.225806451612903,0.0,100.0,7.741935483870968,0
ML2074,summer of 69,bryan adams,6,3,0,4,0,0,2,0,2,3,0,125,9,116,4.8,2.4,0.0,3.2,0.0,0.0,1.6,0.0,1.6,2.4,0.0,100.0,7.2,0
ML2075,walking on sunshine,katrina and the waves,38,3,0,11,0,1,33,1,6,8,0,161,41,120,23.60248447204969,1.8633540372670807,0.0,6.832298136645963,0.0,0.6211180124223602,20.496894409937887,0.6211180124223602,3.7267080745341614,4.968944099378882,0.0,100.0,25.46583850931677,0
ML2076,freedom,wham,26,9,5,5,7,5,21,4,1,6,0,163,35,128,15.950920245398773,5.521472392638037,3.067484662576687,3.067484662576687,4.294478527607362,3.067484662576687,12.883435582822086,2.4539877300613497,0.6134969325153374,3.6809815950920246,0.0,100.0,21.47239263803681,0
ML2077,too late for goodbyes,julian lennon,0,16,1,0,1,0,0,16,0,0,0,75,16,59,0.0,21.333333333333332,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,21.333333333333332,0.0,0.0,0.0,100.0,21.333333333333332,0
ML2078,valotte,julian lennon,11,7,2,5,1,3,6,3,3,4,0,135,18,117,8.148148148148149,5.185185185185185,1.4814814814814814,3.7037037037037037,0.7407407407407407,2.2222222222222223,4.444444444444445,2.2222222222222223,2.2222222222222223,2.962962962962963,0.0,100.0,13.333333333333334,0
ML2079,some like it hot,power station,3,0,20,5,0,3,2,0,0,2,0,141,3,138,2.127659574468085,0.0,14.184397163120567,3.5460992907801416,0.0,2.127659574468085,1.4184397163120568,0.0,0.0,1.4184397163120568,0.0,100.0,2.127659574468085,0
ML2080,solid,ashford  simpson,68,6,25,12,2,4,18,6,11,9,0,243,74,169,27.983539094650205,2.4691358024691357,10.2880658436214,4.938271604938271,0.823045267489712,1.646090534979424,7.407407407407407,2.4691358024691357,4.526748971193416,3.7037037037037037,0.0,100.0,30.45267489711934,0
ML2081,angel,madonna,32,1,0,26,0,3,28,1,27,25,0,128,33,95,25.0,0.78125,0.0,20.3125,0.0,2.34375,21.875,0.78125,21.09375,19.53125,0.0,100.0,25.78125,0
ML2082,im on fire,bruce springsteen,4,3,1,1,1,2,3,3,2,1,0,47,7,40,8.51063829787234,6.382978723404255,2.127659574468085,2.127659574468085,2.127659574468085,4.25531914893617,6.382978723404255,6.382978723404255,4.25531914893617,2.127659574468085,0.0,100.0,14.893617021276595,0
ML2083,method of modern love,daryl hall  john oates,10,3,2,2,0,3,9,1,0,3,0,158,13,145,6.329113924050633,1.8987341772151898,1.2658227848101267,1.2658227848101267,0.0,1.8987341772151898,5.69620253164557,0.6329113924050633,0.0,1.8987341772151898,0.0,100.0,8.227848101265822,0
ML2084,lay your hands on me,thompson twins,11,11,3,5,2,5,3,6,4,2,0,178,22,156,6.179775280898877,6.179775280898877,1.6853932584269662,2.808988764044944,1.1235955056179776,2.808988764044944,1.6853932584269662,3.3707865168539324,2.247191011235955,1.1235955056179776,0.0,100.0,12.359550561797754,0
ML2085,whos holding donna now,debarge,2,2,1,3,0,1,2,1,1,1,0,65,4,61,3.076923076923077,3.076923076923077,1.5384615384615385,4.615384615384615,0.0,1.5384615384615385,3.076923076923077,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,100.0,6.153846153846154,0
ML2086,lonely ol night,john cougar mellencamp,10,14,9,5,11,9,5,9,3,4,0,95,24,71,10.526315789473685,14.736842105263158,9.473684210526315,5.2631578947368425,11.578947368421053,9.473684210526315,5.2631578947368425,9.473684210526315,3.1578947368421053,4.2105263157894735,0.0,100.0,25.263157894736842,0
ML2087,what about love,heart,20,6,2,4,1,2,19,2,3,5,0,110,26,84,18.181818181818183,5.454545454545454,1.8181818181818181,3.6363636363636362,0.9090909090909091,1.8181818181818181,17.272727272727273,1.8181818181818181,2.727272727272727,4.545454545454546,0.0,100.0,23.636363636363637,0
ML2088,california girls,david lee roth,10,2,1,3,1,0,5,0,2,3,0,121,12,109,8.264462809917354,1.6528925619834711,0.8264462809917356,2.479338842975207,0.8264462809917356,0.0,4.132231404958677,0.0,1.6528925619834711,2.479338842975207,0.0,100.0,9.917355371900827,0
ML2089,fresh,kool  the gang,22,7,6,16,3,6,20,7,16,8,0,216,29,187,10.185185185185185,3.240740740740741,2.7777777777777777,7.407407407407407,1.3888888888888888,2.7777777777777777,9.25925925925926,3.240740740740741,7.407407407407407,3.7037037037037037,0.0,100.0,13.425925925925926,0
ML2090,do what you do,jermaine jackson,4,7,5,3,1,4,4,5,2,2,0,36,11,25,11.11111111111111,19.444444444444443,13.88888888888889,8.333333333333334,2.7777777777777777,11.11111111111111,11.11111111111111,13.88888888888889,5.555555555555555,5.555555555555555,0.0,100.0,30.555555555555557,0
ML2091,jungle love,the time,21,16,0,2,0,21,20,11,1,6,0,146,37,109,14.383561643835616,10.95890410958904,0.0,1.36986301369863,0.0,14.383561643835616,13.698630136986301,7.534246575342466,0.684931506849315,4.109589041095891,0.0,100.0,25.34246575342466,0
ML2092,born in the usa,bruce springsteen,4,7,5,1,0,3,0,1,0,2,0,117,11,106,3.4188034188034186,5.982905982905983,4.273504273504273,0.8547008547008547,0.0,2.5641025641025643,0.0,0.8547008547008547,0.0,1.7094017094017093,0.0,100.0,9.401709401709402,0
ML2093,private dancer,tina turner,20,5,18,14,5,5,19,10,14,13,0,136,25,111,14.705882352941176,3.676470588235294,13.235294117647058,10.294117647058824,3.676470588235294,3.676470588235294,13.970588235294118,7.352941176470588,10.294117647058824,9.558823529411764,0.0,100.0,18.38235294117647,0
ML2094,whos zoomin who,aretha franklin,18,10,1,5,7,4,15,0,3,6,0,256,28,228,7.03125,3.90625,0.390625,1.953125,2.734375,1.5625,5.859375,0.0,1.171875,2.34375,0.0,100.0,10.9375,0
ML2095,fortress around your heart,sting,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
ML2096,penny lover,lionel richie,17,11,3,8,3,5,16,7,4,5,0,115,28,87,14.782608695652174,9.565217391304348,2.608695652173913,6.956521739130435,2.608695652173913,4.3478260869565215,13.91304347826087,6.086956521739131,3.4782608695652173,4.3478260869565215,0.0,100.0,24.347826086956523,0
ML2097,all she wants to do is dance,don henley,21,13,6,5,4,12,20,6,6,20,0,138,34,104,15.217391304347826,9.420289855072463,4.3478260869565215,3.6231884057971016,2.898550724637681,8.695652173913043,14.492753623188406,4.3478260869565215,4.3478260869565215,14.492753623188406,0.0,100.0,24.63768115942029,0
ML2098,dress you up,madonna,24,1,1,1,1,1,21,1,1,1,0,86,25,61,27.906976744186046,1.1627906976744187,1.1627906976744187,1.1627906976744187,1.1627906976744187,1.1627906976744187,24.41860465116279,1.1627906976744187,1.1627906976744187,1.1627906976744187,0.0,100.0,29.069767441860463,0
ML2099,sentimental street,night ranger,17,11,5,9,5,9,5,11,18,6,0,174,28,146,9.770114942528735,6.32183908045977,2.8735632183908044,5.172413793103448,2.8735632183908044,5.172413793103448,2.8735632183908044,6.32183908045977,10.344827586206897,3.4482758620689653,0.0,100.0,16.091954022988507,0
ML2100,sugar walls,sheena easton,31,8,3,6,0,6,8,5,2,9,0,160,39,121,19.375,5.0,1.875,3.75,0.0,3.75,5.0,3.125,1.25,5.625,0.0,100.0,24.375,0
ML2102,say you say me,lionel richie,4,5,1,3,1,2,2,6,0,5,0,106,9,97,3.7735849056603774,4.716981132075472,0.9433962264150944,2.830188679245283,0.9433962264150944,1.8867924528301887,1.8867924528301887,5.660377358490566,0.0,4.716981132075472,0.0,100.0,8.49056603773585,0
ML2103,i miss you,klymaxx,6,10,6,7,1,7,6,6,3,5,0,123,16,107,4.878048780487805,8.130081300813009,4.878048780487805,5.691056910569106,0.8130081300813008,5.691056910569106,4.878048780487805,4.878048780487805,2.4390243902439024,4.065040650406504,0.0,100.0,13.008130081300813,0
ML2104,on my own,patti labelle and michael mcdonald,8,3,3,6,2,1,6,2,1,6,0,109,11,98,7.339449541284404,2.7522935779816513,2.7522935779816513,5.504587155963303,1.834862385321101,0.9174311926605505,5.504587155963303,1.834862385321101,0.9174311926605505,5.504587155963303,0.0,100.0,10.091743119266056,0
ML2105,broken wings,mr mister,18,7,6,5,2,6,10,9,0,4,0,124,25,99,14.516129032258064,5.645161290322581,4.838709677419355,4.032258064516129,1.6129032258064515,4.838709677419355,8.064516129032258,7.258064516129032,0.0,3.225806451612903,0.0,100.0,20.161290322580644,0
ML2106,how will i know,whitney houston,27,13,3,5,4,4,27,9,6,9,0,186,40,146,14.516129032258064,6.989247311827957,1.6129032258064515,2.6881720430107525,2.150537634408602,2.150537634408602,14.516129032258064,4.838709677419355,3.225806451612903,4.838709677419355,0.0,100.0,21.50537634408602,0
ML2107,party all the time,eddie murphy,1,3,2,13,1,3,1,3,0,0,0,103,4,99,0.970873786407767,2.912621359223301,1.941747572815534,12.62135922330097,0.970873786407767,2.912621359223301,0.970873786407767,2.912621359223301,0.0,0.0,0.0,100.0,3.883495145631068,0
ML2108,burning heart,survivor,15,8,5,16,0,3,9,8,6,7,0,127,23,104,11.811023622047244,6.299212598425197,3.937007874015748,12.598425196850394,0.0,2.3622047244094486,7.086614173228346,6.299212598425197,4.724409448818897,5.511811023622047,0.0,100.0,18.11023622047244,0
ML2109,kyrie,mr mister,3,2,2,3,0,3,1,2,1,1,0,81,5,76,3.7037037037037037,2.4691358024691357,2.4691358024691357,3.7037037037037037,0.0,3.7037037037037037,1.2345679012345678,2.4691358024691357,1.2345679012345678,1.2345679012345678,0.0,100.0,6.172839506172839,0
ML2110,addicted to love,robert palmer,17,2,1,7,0,4,13,1,4,4,0,187,19,168,9.090909090909092,1.0695187165775402,0.5347593582887701,3.7433155080213902,0.0,2.1390374331550803,6.951871657754011,0.5347593582887701,2.1390374331550803,2.1390374331550803,0.0,100.0,10.16042780748663,0
ML2111,greatest love of all,whitney houston,39,3,3,12,3,3,31,3,7,17,0,133,42,91,29.32330827067669,2.255639097744361,2.255639097744361,9.022556390977444,2.255639097744361,2.255639097744361,23.30827067669173,2.255639097744361,5.2631578947368425,12.781954887218046,0.0,100.0,31.57894736842105,0
ML2112,secret lovers,atlantic starr,18,10,5,8,5,7,9,6,3,15,0,141,28,113,12.76595744680851,7.092198581560283,3.5460992907801416,5.673758865248227,3.5460992907801416,4.964539007092198,6.382978723404255,4.25531914893617,2.127659574468085,10.638297872340425,0.0,100.0,19.858156028368793,0
ML2113,friends and lovers,gloria loring and carl anderson,15,9,8,4,8,10,11,8,1,10,0,83,24,59,18.072289156626507,10.843373493975903,9.63855421686747,4.819277108433735,9.63855421686747,12.048192771084338,13.25301204819277,9.63855421686747,1.2048192771084338,12.048192771084338,0.0,100.0,28.91566265060241,0
ML2114,glory of love,peter cetera,24,13,8,11,5,9,14,8,6,12,0,113,37,76,21.238938053097346,11.504424778761061,7.079646017699115,9.734513274336283,4.424778761061947,7.964601769911504,12.389380530973451,7.079646017699115,5.3097345132743365,10.619469026548673,0.0,100.0,32.743362831858406,0
ML2115,west end girls,pet shop boys,3,15,5,1,10,5,0,1,1,2,0,202,18,184,1.4851485148514851,7.425742574257426,2.4752475247524752,0.49504950495049505,4.9504950495049505,2.4752475247524752,0.0,0.49504950495049505,0.49504950495049505,0.9900990099009901,0.0,100.0,8.910891089108912,0
ML2116,therell be sad songs to make you cry,billy ocean,22,8,2,2,0,1,20,5,0,4,0,143,30,113,15.384615384615385,5.594405594405594,1.3986013986013985,1.3986013986013985,0.0,0.6993006993006993,13.986013986013987,3.4965034965034967,0.0,2.797202797202797,0.0,100.0,20.97902097902098,0
ML2117,alive and kicking,simple minds,30,9,12,10,2,2,22,3,1,13,0,164,39,125,18.29268292682927,5.487804878048781,7.317073170731708,6.097560975609756,1.2195121951219512,1.2195121951219512,13.414634146341463,1.829268292682927,0.6097560975609756,7.926829268292683,0.0,100.0,23.78048780487805,0
ML2118,never,heart,6,7,5,6,2,3,6,1,5,1,0,156,13,143,3.8461538461538463,4.487179487179487,3.2051282051282053,3.8461538461538463,1.2820512820512822,1.9230769230769231,3.8461538461538463,0.6410256410256411,3.2051282051282053,0.6410256410256411,0.0,100.0,8.333333333333334,0
ML2119,kiss,prince and the revolution,23,7,0,8,1,8,10,5,8,12,0,154,30,124,14.935064935064934,4.545454545454546,0.0,5.194805194805195,0.6493506493506493,5.194805194805195,6.4935064935064934,3.2467532467532467,5.194805194805195,7.792207792207792,0.0,100.0,19.48051948051948,0
ML2120,higher love,steve winwood,34,16,8,7,7,8,29,10,3,6,0,192,50,142,17.708333333333332,8.333333333333334,4.166666666666667,3.6458333333333335,3.6458333333333335,4.166666666666667,15.104166666666666,5.208333333333333,1.5625,3.125,0.0,100.0,26.041666666666668,0
ML2121,stuck with you,huey lewis and the news,17,6,0,18,0,3,15,3,1,16,0,117,23,94,14.52991452991453,5.128205128205129,0.0,15.384615384615385,0.0,2.5641025641025643,12.820512820512821,2.5641025641025643,0.8547008547008547,13.675213675213675,0.0,100.0,19.65811965811966,0
ML2122,holding back the years,simply red,2,14,13,3,11,10,1,7,4,1,0,83,16,67,2.4096385542168677,16.867469879518072,15.662650602409638,3.6144578313253013,13.25301204819277,12.048192771084338,1.2048192771084338,8.433734939759036,4.819277108433735,1.2048192771084338,0.0,100.0,19.27710843373494,0
ML2123,sledgehammer,peter gabriel,14,4,2,4,1,4,2,3,1,12,0,151,18,133,9.271523178807946,2.6490066225165565,1.3245033112582782,2.6490066225165565,0.6622516556291391,2.6490066225165565,1.3245033112582782,1.9867549668874172,0.6622516556291391,7.947019867549669,0.0,100.0,11.920529801324504,0
ML2124,sara,starship,9,8,7,24,0,5,9,3,7,9,0,146,17,129,6.164383561643835,5.47945205479452,4.794520547945205,16.438356164383563,0.0,3.4246575342465753,6.164383561643835,2.0547945205479454,4.794520547945205,6.164383561643835,0.0,100.0,11.643835616438356,0
ML2125,human,the human league,13,3,0,7,0,2,9,7,4,6,0,157,16,141,8.280254777070065,1.910828025477707,0.0,4.45859872611465,0.0,1.2738853503184713,5.732484076433121,4.45859872611465,2.5477707006369426,3.821656050955414,0.0,100.0,10.19108280254777,0
ML2127,take my breath away,berlin,11,5,1,10,2,4,10,3,1,8,0,105,16,89,10.476190476190476,4.761904761904762,0.9523809523809523,9.523809523809524,1.9047619047619047,3.8095238095238093,9.523809523809524,2.857142857142857,0.9523809523809523,7.619047619047619,0.0,100.0,15.238095238095237,0
ML2128,rock me amadeus,falco,37,22,1,2,1,19,17,3,1,8,0,280,59,221,13.214285714285714,7.857142857142857,0.35714285714285715,0.7142857142857143,0.35714285714285715,6.785714285714286,6.071428571428571,1.0714285714285714,0.35714285714285715,2.857142857142857,0.0,100.0,21.071428571428573,0
ML2129,papa dont preach,madonna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML2130,you give love a bad name,bon jovi,29,34,33,4,29,26,29,26,8,8,0,174,63,111,16.666666666666668,19.54022988505747,18.96551724137931,2.2988505747126435,16.666666666666668,14.942528735632184,16.666666666666668,14.942528735632184,4.597701149425287,4.597701149425287,0.0,100.0,36.206896551724135,0
ML2131,when the going gets tough the tough get going,billy ocean,8,27,8,11,7,12,7,27,0,4,0,182,35,147,4.395604395604396,14.835164835164836,4.395604395604396,6.043956043956044,3.8461538461538463,6.593406593406593,3.8461538461538463,14.835164835164836,0.0,2.197802197802198,0.0,100.0,19.23076923076923,0
ML2132,when i think of you,janet jackson,25,2,1,1,0,1,24,2,2,1,0,84,27,57,29.761904761904763,2.380952380952381,1.1904761904761905,1.1904761904761905,0.0,1.1904761904761905,28.571428571428573,2.380952380952381,2.380952380952381,1.1904761904761905,0.0,100.0,32.142857142857146,0
ML2133,these dreams,heart,10,10,2,5,1,5,5,3,2,4,0,167,20,147,5.9880239520958085,5.9880239520958085,1.1976047904191616,2.9940119760479043,0.5988023952095808,2.9940119760479043,2.9940119760479043,1.7964071856287425,1.1976047904191616,2.395209580838323,0.0,100.0,11.976047904191617,0
ML2134,dont forget me when im gone,glass tiger,5,9,2,4,0,4,5,4,3,3,0,95,14,81,5.2631578947368425,9.473684210526315,2.1052631578947367,4.2105263157894735,0.0,4.2105263157894735,5.2631578947368425,4.2105263157894735,3.1578947368421053,3.1578947368421053,0.0,100.0,14.736842105263158,0
ML2135,live to tell,madonna,17,10,5,11,4,3,7,6,6,20,0,145,27,118,11.724137931034482,6.896551724137931,3.4482758620689653,7.586206896551724,2.7586206896551726,2.0689655172413794,4.827586206896552,4.137931034482759,4.137931034482759,13.793103448275861,0.0,100.0,18.620689655172413,0
ML2136,mad about you,belinda carlisle,9,26,17,2,18,16,4,20,2,0,0,80,35,45,11.25,32.5,21.25,2.5,22.5,20.0,5.0,25.0,2.5,0.0,0.0,100.0,43.75,0
ML2137,something about you,level 42,10,10,1,4,0,3,10,2,2,2,0,136,20,116,7.352941176470588,7.352941176470588,0.7352941176470589,2.9411764705882355,0.0,2.2058823529411766,7.352941176470588,1.4705882352941178,1.4705882352941178,1.4705882352941178,0.0,100.0,14.705882352941176,0
ML2138,venus,bananarama,10,2,1,4,1,7,7,3,0,2,0,85,12,73,11.764705882352942,2.3529411764705883,1.1764705882352942,4.705882352941177,1.1764705882352942,8.235294117647058,8.235294117647058,3.5294117647058822,0.0,2.3529411764705883,0.0,100.0,14.117647058823529,0
ML2139,dancing on the ceiling,lionel richie,20,14,15,17,14,14,20,15,15,18,0,140,34,106,14.285714285714286,10.0,10.714285714285714,12.142857142857142,10.0,10.0,14.285714285714286,10.714285714285714,10.714285714285714,12.857142857142858,0.0,100.0,24.285714285714285,0
ML2140,conga,miami sound machine,25,7,7,2,0,8,18,8,2,4,0,172,32,140,14.534883720930232,4.069767441860465,4.069767441860465,1.1627906976744187,0.0,4.651162790697675,10.465116279069768,4.651162790697675,1.1627906976744187,2.3255813953488373,0.0,100.0,18.6046511627907,0
ML2141,true colors,cyndi lauper,16,13,11,4,6,14,14,9,2,4,0,129,29,100,12.4031007751938,10.077519379844961,8.527131782945736,3.10077519379845,4.651162790697675,10.852713178294573,10.852713178294573,6.976744186046512,1.550387596899225,3.10077519379845,0.0,100.0,22.48062015503876,0
ML2142,danger zone,kenny loggins,0,18,2,0,1,17,0,18,0,0,0,93,18,75,0.0,19.35483870967742,2.150537634408602,0.0,1.075268817204301,18.27956989247312,0.0,19.35483870967742,0.0,0.0,0.0,100.0,19.35483870967742,0
ML2143,what have you done for me lately,janet jackson,12,5,4,9,2,4,7,4,6,8,0,130,17,113,9.23076923076923,3.8461538461538463,3.076923076923077,6.923076923076923,1.5384615384615385,3.076923076923077,5.384615384615385,3.076923076923077,4.615384615384615,6.153846153846154,0.0,100.0,13.076923076923077,0
ML2144,no one is to blame,howard jones,7,6,4,3,4,5,2,1,2,3,0,99,13,86,7.070707070707071,6.0606060606060606,4.040404040404041,3.0303030303030303,4.040404040404041,5.05050505050505,2.0202020202020203,1.0101010101010102,2.0202020202020203,3.0303030303030303,0.0,100.0,13.131313131313131,0
ML2145,lets go all the way,sly fox,6,2,2,2,2,2,2,0,1,2,0,115,8,107,5.217391304347826,1.7391304347826086,1.7391304347826086,1.7391304347826086,1.7391304347826086,1.7391304347826086,1.7391304347826086,0.0,0.8695652173913043,1.7391304347826086,0.0,100.0,6.956521739130435,0
ML2146,i didnt mean to turn you on,robert palmer,3,4,2,3,0,0,2,3,0,0,0,94,7,87,3.1914893617021276,4.25531914893617,2.127659574468085,3.1914893617021276,0.0,0.0,2.127659574468085,3.1914893617021276,0.0,0.0,0.0,100.0,7.446808510638298,0
ML2147,words get in the way,miami sound machine,3,6,4,4,0,2,3,4,1,1,0,78,9,69,3.8461538461538463,7.6923076923076925,5.128205128205129,5.128205128205129,0.0,2.5641025641025643,3.8461538461538463,5.128205128205129,1.2820512820512822,1.2820512820512822,0.0,100.0,11.538461538461538,0
ML2148,manic monday,the bangles,4,4,1,4,1,0,1,2,2,2,0,119,8,111,3.361344537815126,3.361344537815126,0.8403361344537815,3.361344537815126,0.8403361344537815,0.0,0.8403361344537815,1.680672268907563,1.680672268907563,1.680672268907563,0.0,100.0,6.722689075630252,0
ML2149,walk of life,dire straits,12,5,2,9,3,1,5,1,2,3,0,133,17,116,9.022556390977444,3.7593984962406015,1.5037593984962405,6.7669172932330826,2.255639097744361,0.7518796992481203,3.7593984962406015,0.7518796992481203,1.5037593984962405,2.255639097744361,0.0,100.0,12.781954887218046,0
ML2150,amanda,boston,12,13,5,12,4,10,10,8,5,5,0,160,25,135,7.5,8.125,3.125,7.5,2.5,6.25,6.25,5.0,3.125,3.125,0.0,100.0,15.625,0
ML2151,two of hearts,stacey q,15,8,5,9,4,4,12,4,3,5,0,152,23,129,9.868421052631579,5.2631578947368425,3.289473684210526,5.921052631578948,2.6315789473684212,2.6315789473684212,7.894736842105263,2.6315789473684212,1.9736842105263157,3.289473684210526,0.0,100.0,15.131578947368421,0
ML2152,crush on you,the jets,18,5,0,1,0,0,16,2,0,18,0,143,23,120,12.587412587412587,3.4965034965034967,0.0,0.6993006993006993,0.0,0.0,11.188811188811188,1.3986013986013985,0.0,12.587412587412587,0.0,100.0,16.083916083916083,0
ML2153,if you leave,orchestral manoeuvres in the dark,3,9,0,8,1,0,2,8,7,2,0,133,12,121,2.255639097744361,6.7669172932330826,0.0,6.015037593984962,0.7518796992481203,0.0,1.5037593984962405,6.015037593984962,5.2631578947368425,1.5037593984962405,0.0,100.0,9.022556390977444,0
ML2154,invisible touch,genesis,2,12,5,2,2,1,0,5,1,1,0,156,14,142,1.2820512820512822,7.6923076923076925,3.2051282051282053,1.2820512820512822,1.2820512820512822,0.6410256410256411,0.0,3.2051282051282053,0.6410256410256411,0.6410256410256411,0.0,100.0,8.974358974358974,0
ML2155,the sweetest taboo,sade,18,14,8,6,7,7,9,6,7,7,0,127,32,95,14.173228346456693,11.023622047244094,6.299212598425197,4.724409448818897,5.511811023622047,5.511811023622047,7.086614173228346,4.724409448818897,5.511811023622047,5.511811023622047,0.0,100.0,25.19685039370079,0
ML2156,what you need,inxs,2,8,6,0,6,7,0,7,0,0,0,49,10,39,4.081632653061225,16.3265306122449,12.244897959183673,0.0,12.244897959183673,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,100.0,20.408163265306122,0
ML2157,talk to me,stevie nicks,14,17,7,0,2,8,3,8,2,7,0,139,31,108,10.071942446043165,12.23021582733813,5.0359712230215825,0.0,1.4388489208633093,5.755395683453237,2.158273381294964,5.755395683453237,1.4388489208633093,5.0359712230215825,0.0,100.0,22.302158273381295,0
ML2158,nasty,janet jackson,7,60,39,1,60,42,5,39,0,5,0,202,67,135,3.4653465346534653,29.702970297029704,19.306930693069308,0.49504950495049505,29.702970297029704,20.792079207920793,2.4752475247524752,19.306930693069308,0.0,2.4752475247524752,0.0,100.0,33.16831683168317,0
ML2159,take me home tonight,eddie money,14,5,2,2,1,4,8,2,2,4,0,199,19,180,7.035175879396985,2.512562814070352,1.0050251256281406,1.0050251256281406,0.5025125628140703,2.0100502512562812,4.0201005025125625,1.0050251256281406,1.0050251256281406,2.0100502512562812,0.0,100.0,9.547738693467336,0
ML2160,we dont have to take our clothes off,jermaine stewart,19,2,2,11,0,0,12,1,6,10,0,123,21,102,15.447154471544716,1.6260162601626016,1.6260162601626016,8.94308943089431,0.0,0.0,9.75609756097561,0.8130081300813008,4.878048780487805,8.130081300813009,0.0,100.0,17.073170731707318,0
ML2161,all cried out,lisa lisa and cult jam,7,29,9,1,11,12,3,15,2,1,0,150,36,114,4.666666666666667,19.333333333333332,6.0,0.6666666666666666,7.333333333333333,8.0,2.0,10.0,1.3333333333333333,0.6666666666666666,0.0,100.0,24.0,0
ML2162,your love,the outfield,18,21,6,1,6,19,14,18,6,2,0,127,39,88,14.173228346456693,16.53543307086614,4.724409448818897,0.7874015748031497,4.724409448818897,14.960629921259843,11.023622047244094,14.173228346456693,4.724409448818897,1.5748031496062993,0.0,100.0,30.708661417322833,0
ML2163,im your man,wham,19,24,18,7,19,19,16,20,5,9,0,173,43,130,10.982658959537572,13.872832369942197,10.404624277456648,4.046242774566474,10.982658959537572,10.982658959537572,9.248554913294798,11.560693641618498,2.8901734104046244,5.202312138728324,0.0,100.0,24.85549132947977,0
ML2164,perfect way,scritti politti,37,18,3,25,1,12,22,15,2,19,0,210,55,155,17.61904761904762,8.571428571428571,1.4285714285714286,11.904761904761905,0.47619047619047616,5.714285714285714,10.476190476190476,7.142857142857143,0.9523809523809523,9.047619047619047,0.0,100.0,26.19047619047619,0
ML2165,living in america,james brown,12,6,3,6,1,2,4,4,4,6,0,176,18,158,6.818181818181818,3.409090909090909,1.7045454545454546,3.409090909090909,0.5681818181818182,1.1363636363636365,2.272727272727273,2.272727272727273,2.272727272727273,3.409090909090909,0.0,100.0,10.227272727272727,0
ML2166,rock in the usa,john cougar mellencamp,8,5,2,4,2,1,5,1,2,6,0,108,13,95,7.407407407407407,4.62962962962963,1.8518518518518519,3.7037037037037037,1.8518518518518519,0.9259259259259259,4.62962962962963,0.9259259259259259,1.8518518518518519,5.555555555555555,0.0,100.0,12.037037037037036,0
ML2167,whos johnny,el debarge,19,2,2,5,0,3,14,1,4,2,0,144,21,123,13.194444444444445,1.3888888888888888,1.3888888888888888,3.4722222222222223,0.0,2.0833333333333335,9.722222222222221,0.6944444444444444,2.7777777777777777,1.3888888888888888,0.0,100.0,14.583333333333334,0
ML2168,word up,cameo,26,4,1,9,3,4,14,6,4,23,0,115,30,85,22.608695652173914,3.4782608695652173,0.8695652173913043,7.826086956521739,2.608695652173913,3.4782608695652173,12.173913043478262,5.217391304347826,3.4782608695652173,20.0,0.0,100.0,26.08695652173913,0
