,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words
ML2169,why cant this be love,van halen,10,6,3,4,4,4,10,4,1,1,0,99,16,83,10.1010101010101,6.0606060606060606,3.0303030303030303,4.040404040404041,4.040404040404041,4.040404040404041,10.1010101010101,4.040404040404041,1.0101010101010102,1.0101010101010102,0.0,100.0,16.161616161616163,0
ML2171,typical male,tina turner,22,8,4,1,5,6,2,4,2,5,0,144,30,114,15.277777777777779,5.555555555555555,2.7777777777777777,0.6944444444444444,3.4722222222222223,4.166666666666667,1.3888888888888888,2.7777777777777777,1.3888888888888888,3.4722222222222223,0.0,100.0,20.833333333333332,0
ML2172,small town,john cougar mellencamp,5,25,1,2,0,3,5,3,1,4,0,107,30,77,4.672897196261682,23.364485981308412,0.9345794392523364,1.8691588785046729,0.0,2.803738317757009,4.672897196261682,2.803738317757009,0.9345794392523364,3.7383177570093458,0.0,100.0,28.037383177570092,0
ML2173,tarzan boy,baltimora,4,5,2,7,2,6,2,3,7,0,0,117,9,108,3.4188034188034186,4.273504273504273,1.7094017094017093,5.982905982905983,1.7094017094017093,5.128205128205129,1.7094017094017093,2.5641025641025643,5.982905982905983,0.0,0.0,100.0,7.6923076923076925,0
ML2174,all i need is a miracle,mike  the mechanics,17,6,3,14,1,5,13,5,12,10,0,111,23,88,15.315315315315315,5.405405405405405,2.7027027027027026,12.612612612612613,0.9009009009009009,4.504504504504505,11.711711711711711,4.504504504504505,10.81081081081081,9.00900900900901,0.0,100.0,20.72072072072072,0
ML2175,sweet freedom,michael mcdonald,21,6,2,12,1,5,15,4,7,15,0,109,27,82,19.26605504587156,5.504587155963303,1.834862385321101,11.009174311926605,0.9174311926605505,4.587155963302752,13.761467889908257,3.669724770642202,6.422018348623853,13.761467889908257,0.0,100.0,24.770642201834864,0
ML2176,true blue,madonna,68,14,9,11,0,3,64,10,5,7,0,301,82,219,22.591362126245848,4.651162790697675,2.990033222591362,3.654485049833887,0.0,0.9966777408637874,21.262458471760798,3.3222591362126246,1.6611295681063123,2.3255813953488373,0.0,100.0,27.242524916943523,0
ML2177,rumors,timex social club,6,46,16,16,12,9,5,38,3,7,0,328,52,276,1.829268292682927,14.024390243902438,4.878048780487805,4.878048780487805,3.658536585365854,2.7439024390243905,1.524390243902439,11.585365853658537,0.9146341463414634,2.1341463414634148,0.0,100.0,15.853658536585366,0
ML2178,life in a northern town,dream academy,3,2,0,3,1,1,2,0,0,2,0,87,5,82,3.4482758620689653,2.2988505747126435,0.0,3.4482758620689653,1.1494252873563218,1.1494252873563218,2.2988505747126435,0.0,0.0,2.2988505747126435,0.0,100.0,5.747126436781609,0
ML2179,bad boy,miami sound machine,6,101,44,5,100,44,6,44,5,6,0,166,107,59,3.6144578313253013,60.8433734939759,26.50602409638554,3.0120481927710845,60.24096385542169,26.50602409638554,3.6144578313253013,26.50602409638554,3.0120481927710845,3.6144578313253013,0.0,100.0,64.4578313253012,0
ML2180,sleeping bag,zz top,4,7,1,1,0,1,2,1,3,2,0,75,11,64,5.333333333333333,9.333333333333334,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,4.0,2.6666666666666665,0.0,100.0,14.666666666666666,0
ML2181,tonight she comes,the cars,4,3,3,5,2,3,1,3,0,0,0,135,7,128,2.962962962962963,2.2222222222222223,2.2222222222222223,3.7037037037037037,1.4814814814814814,2.2222222222222223,0.7407407407407407,2.2222222222222223,0.0,0.0,0.0,100.0,5.185185185185185,0
ML2182,love touch,rod stewart,18,13,4,4,4,11,17,10,5,5,0,159,31,128,11.320754716981131,8.176100628930818,2.5157232704402515,2.5157232704402515,2.5157232704402515,6.918238993710692,10.69182389937107,6.289308176100629,3.1446540880503147,3.1446540880503147,0.0,100.0,19.49685534591195,0
ML2183,a love bizarre,sheila e,15,10,7,1,4,4,12,2,8,3,0,79,25,54,18.9873417721519,12.658227848101266,8.860759493670885,1.2658227848101267,5.063291139240507,5.063291139240507,15.189873417721518,2.5316455696202533,10.126582278481013,3.7974683544303796,0.0,100.0,31.645569620253166,0
ML2184,throwing it all away,genesis,5,6,2,3,1,6,4,6,0,1,0,120,11,109,4.166666666666667,5.0,1.6666666666666667,2.5,0.8333333333333334,5.0,3.3333333333333335,5.0,0.0,0.8333333333333334,0.0,100.0,9.166666666666666,0
ML2185,baby love,regina,50,8,1,7,2,2,47,1,2,6,0,124,58,66,40.32258064516129,6.451612903225806,0.8064516129032258,5.645161290322581,1.6129032258064515,1.6129032258064515,37.903225806451616,0.8064516129032258,1.6129032258064515,4.838709677419355,0.0,100.0,46.774193548387096,0
ML2186,election day,arcadia,24,19,10,17,6,18,16,9,17,12,0,158,43,115,15.189873417721518,12.025316455696203,6.329113924050633,10.759493670886076,3.7974683544303796,11.39240506329114,10.126582278481013,5.69620253164557,10.759493670886076,7.594936708860759,0.0,100.0,27.21518987341772,0
ML2187,nikita,elton john,12,13,18,7,3,6,3,11,3,5,0,162,25,137,7.407407407407407,8.024691358024691,11.11111111111111,4.320987654320987,1.8518518518518519,3.7037037037037037,1.8518518518518519,6.790123456790123,1.8518518518518519,3.0864197530864197,0.0,100.0,15.432098765432098,0
ML2188,take me home,phil collins,6,8,3,7,5,7,2,6,1,4,0,200,14,186,3.0,4.0,1.5,3.5,2.5,3.5,1.0,3.0,0.5,2.0,0.0,100.0,7.0,0
ML2190,sweet love,anita baker,56,11,3,20,5,6,56,9,22,20,0,167,67,100,33.532934131736525,6.586826347305389,1.7964071856287425,11.976047904191617,2.9940119760479043,3.592814371257485,33.532934131736525,5.389221556886228,13.173652694610778,11.976047904191617,0.0,100.0,40.119760479041915,0
ML2191,your wildest dreams,moody blues,8,6,2,6,0,2,6,7,0,0,0,97,14,83,8.24742268041237,6.185567010309279,2.0618556701030926,6.185567010309279,0.0,2.0618556701030926,6.185567010309279,7.216494845360825,0.0,0.0,0.0,100.0,14.43298969072165,0
ML2192,spies like us,paul mccartney,4,11,7,3,0,2,3,8,1,2,0,142,15,127,2.816901408450704,7.746478873239437,4.929577464788732,2.112676056338028,0.0,1.408450704225352,2.112676056338028,5.633802816901408,0.704225352112676,1.408450704225352,0.0,100.0,10.56338028169014,0
ML2193,object of my desire,starpoint,9,9,7,6,3,10,8,3,4,2,0,97,18,79,9.278350515463918,9.278350515463918,7.216494845360825,6.185567010309279,3.0927835051546393,10.309278350515465,8.24742268041237,3.0927835051546393,4.123711340206185,2.0618556701030926,0.0,100.0,18.556701030927837,0
ML2194,dreamtime,daryl hall,18,14,2,10,0,8,12,10,3,3,0,218,32,186,8.256880733944953,6.422018348623853,0.9174311926605505,4.587155963302752,0.0,3.669724770642202,5.504587155963303,4.587155963302752,1.3761467889908257,1.3761467889908257,0.0,100.0,14.678899082568808,0
ML2195,tender love,force mds,23,5,1,3,1,4,22,7,2,10,0,69,28,41,33.333333333333336,7.246376811594203,1.4492753623188406,4.3478260869565215,1.4492753623188406,5.797101449275362,31.884057971014492,10.144927536231885,2.898550724637681,14.492753623188406,0.0,100.0,40.57971014492754,0
ML2196,king for a day,thompson twins,48,7,4,6,5,3,37,2,7,10,0,150,55,95,32.0,4.666666666666667,2.6666666666666665,4.0,3.3333333333333335,2.0,24.666666666666668,1.3333333333333333,4.666666666666667,6.666666666666667,0.0,100.0,36.666666666666664,0
ML2197,love will conquer all,lionel richie,7,9,3,7,2,5,5,7,0,2,0,95,16,79,7.368421052631579,9.473684210526315,3.1578947368421053,7.368421052631579,2.1052631578947367,5.2631578947368425,5.2631578947368425,7.368421052631579,0.0,2.1052631578947367,0.0,100.0,16.842105263157894,0
ML2198,a different corner,george michael,5,5,3,3,2,4,4,3,2,3,0,82,10,72,6.097560975609756,6.097560975609756,3.658536585365854,3.658536585365854,2.4390243902439024,4.878048780487805,4.878048780487805,3.658536585365854,2.4390243902439024,3.658536585365854,0.0,100.0,12.195121951219512,0
ML2199,ill be over you,toto,4,8,6,4,6,7,3,6,0,3,0,79,12,67,5.063291139240507,10.126582278481013,7.594936708860759,5.063291139240507,7.594936708860759,8.860759493670885,3.7974683544303796,7.594936708860759,0.0,3.7974683544303796,0.0,100.0,15.189873417721518,0
ML2200,go home,stevie wonder,20,11,1,5,1,1,12,4,3,11,0,199,31,168,10.050251256281408,5.527638190954774,0.5025125628140703,2.512562814070352,0.5025125628140703,0.5025125628140703,6.030150753768845,2.0100502512562812,1.5075376884422111,5.527638190954774,0.0,100.0,15.577889447236181,0
ML2201,walk like an egyptian,the bangles,12,7,4,2,3,5,4,6,1,7,0,159,19,140,7.547169811320755,4.40251572327044,2.5157232704402515,1.2578616352201257,1.8867924528301887,3.1446540880503147,2.5157232704402515,3.7735849056603774,0.6289308176100629,4.40251572327044,0.0,100.0,11.949685534591195,0
ML2202,alone,heart,2,2,1,6,1,1,2,1,1,2,0,72,4,68,2.7777777777777777,2.7777777777777777,1.3888888888888888,8.333333333333334,1.3888888888888888,1.3888888888888888,2.7777777777777777,1.3888888888888888,1.3888888888888888,2.7777777777777777,0.0,100.0,5.555555555555555,0
ML2203,shake you down,gregory abbott,16,7,1,4,0,7,15,7,0,4,0,160,23,137,10.0,4.375,0.625,2.5,0.0,4.375,9.375,4.375,0.0,2.5,0.0,100.0,14.375,0
ML2204,i wanna dance with somebody who loves me,whitney houston,40,42,6,4,4,35,40,38,4,27,0,232,82,150,17.24137931034483,18.103448275862068,2.586206896551724,1.7241379310344827,1.7241379310344827,15.086206896551724,17.24137931034483,16.379310344827587,1.7241379310344827,11.637931034482758,0.0,100.0,35.3448275862069,0
ML2205,nothings gonna stop us now,starship,27,7,5,11,3,5,16,7,4,10,0,217,34,183,12.442396313364055,3.225806451612903,2.304147465437788,5.0691244239631335,1.3824884792626728,2.304147465437788,7.373271889400922,3.225806451612903,1.8433179723502304,4.608294930875576,0.0,100.0,15.668202764976959,0
ML2206,cest la vie,robbie nevil,2,8,0,3,0,8,1,8,2,1,0,225,10,215,0.8888888888888888,3.5555555555555554,0.0,1.3333333333333333,0.0,3.5555555555555554,0.4444444444444444,3.5555555555555554,0.8888888888888888,0.4444444444444444,0.0,100.0,4.444444444444445,0
ML2207,here i go again,whitesnake,9,10,5,6,10,10,6,9,3,6,0,156,19,137,5.769230769230769,6.410256410256411,3.2051282051282053,3.8461538461538463,6.410256410256411,6.410256410256411,3.8461538461538463,5.769230769230769,1.9230769230769231,3.8461538461538463,0.0,100.0,12.179487179487179,0
ML2208,the way it is,bruce hornsby and the range,4,1,0,4,1,4,1,0,1,2,0,101,5,96,3.9603960396039604,0.9900990099009901,0.0,3.9603960396039604,0.9900990099009901,3.9603960396039604,0.9900990099009901,0.0,0.9900990099009901,1.9801980198019802,0.0,100.0,4.9504950495049505,0
ML2209,shakedown,bob seger,11,22,6,7,0,11,0,0,0,5,0,167,33,134,6.586826347305389,13.173652694610778,3.592814371257485,4.191616766467066,0.0,6.586826347305389,0.0,0.0,0.0,2.9940119760479043,0.0,100.0,19.760479041916167,0
ML2210,livin on a prayer,bon jovi,13,7,2,5,0,1,6,5,1,6,0,156,20,136,8.333333333333334,4.487179487179487,1.2820512820512822,3.2051282051282053,0.0,0.6410256410256411,3.8461538461538463,3.2051282051282053,0.6410256410256411,3.8461538461538463,0.0,100.0,12.820512820512821,0
ML2211,la bamba,los lobos,0,0,0,0,0,0,0,0,0,0,0,109,0,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
ML2212,everybody have fun tonight,wang chung,25,7,6,18,5,5,22,5,3,8,0,140,32,108,17.857142857142858,5.0,4.285714285714286,12.857142857142858,3.5714285714285716,3.5714285714285716,15.714285714285714,3.5714285714285716,2.142857142857143,5.714285714285714,0.0,100.0,22.857142857142858,0
ML2213,dont dream its over,crowded house,11,9,4,5,3,5,4,3,4,4,0,127,20,107,8.661417322834646,7.086614173228346,3.1496062992125986,3.937007874015748,2.3622047244094486,3.937007874015748,3.1496062992125986,2.3622047244094486,3.1496062992125986,3.1496062992125986,0.0,100.0,15.748031496062993,0
ML2214,always,atlantic starr,14,1,0,7,1,0,14,0,3,7,0,83,15,68,16.867469879518072,1.2048192771084338,0.0,8.433734939759036,1.2048192771084338,0.0,16.867469879518072,0.0,3.6144578313253013,8.433734939759036,0.0,100.0,18.072289156626507,0
ML2215,with or without you,u2,0,7,2,4,0,0,0,0,0,0,0,77,7,70,0.0,9.090909090909092,2.5974025974025974,5.194805194805195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.090909090909092,0
ML2216,looking for a new love,jody watley,58,6,1,1,4,1,53,0,1,1,0,255,64,191,22.745098039215687,2.3529411764705883,0.39215686274509803,0.39215686274509803,1.5686274509803921,0.39215686274509803,20.784313725490197,0.0,0.39215686274509803,0.39215686274509803,0.0,100.0,25.098039215686274,0
ML2217,head to toe,lisa lisa and cult jam,14,5,2,6,0,4,11,3,4,4,0,72,19,53,19.444444444444443,6.944444444444445,2.7777777777777777,8.333333333333334,0.0,5.555555555555555,15.277777777777779,4.166666666666667,5.555555555555555,5.555555555555555,0.0,100.0,26.38888888888889,0
ML2218,i think were alone now,tiffany,1,10,7,2,0,9,1,7,0,3,0,143,11,132,0.6993006993006993,6.993006993006993,4.895104895104895,1.3986013986013985,0.0,6.293706293706293,0.6993006993006993,4.895104895104895,0.0,2.097902097902098,0.0,100.0,7.6923076923076925,0
ML2219,mony mony,billy idol,22,3,2,12,1,3,22,2,12,12,0,368,25,343,5.978260869565218,0.8152173913043478,0.5434782608695652,3.260869565217391,0.2717391304347826,0.8152173913043478,5.978260869565218,0.5434782608695652,3.260869565217391,3.260869565217391,0.0,100.0,6.793478260869565,0
ML2220,at this moment,billy vera and the beaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML2221,the lady in red,chris de burgh,12,8,4,4,4,5,10,6,6,5,0,117,20,97,10.256410256410257,6.837606837606837,3.4188034188034186,3.4188034188034186,3.4188034188034186,4.273504273504273,8.547008547008547,5.128205128205129,5.128205128205129,4.273504273504273,0.0,100.0,17.094017094017094,0
ML2222,didnt we almost have it all,whitney houston,30,7,3,6,3,3,18,7,4,9,0,133,37,96,22.55639097744361,5.2631578947368425,2.255639097744361,4.511278195488722,2.255639097744361,2.255639097744361,13.533834586466165,5.2631578947368425,3.007518796992481,6.7669172932330826,0.0,100.0,27.81954887218045,0
ML2223,i still havent found what im looking for,u2,10,10,3,5,3,7,9,5,2,8,0,89,20,69,11.235955056179776,11.235955056179776,3.3707865168539324,5.617977528089888,3.3707865168539324,7.865168539325842,10.112359550561798,5.617977528089888,2.247191011235955,8.98876404494382,0.0,100.0,22.471910112359552,0
ML2224,i want your sex,george michael,58,16,8,40,8,5,48,9,3,39,0,270,74,196,21.48148148148148,5.925925925925926,2.962962962962963,14.814814814814815,2.962962962962963,1.8518518518518519,17.77777777777778,3.3333333333333335,1.1111111111111112,14.444444444444445,0.0,100.0,27.40740740740741,0
ML2225,notorious,duran duran,12,21,20,9,16,14,12,13,8,17,0,154,33,121,7.792207792207792,13.636363636363637,12.987012987012987,5.8441558441558445,10.38961038961039,9.090909090909092,7.792207792207792,8.441558441558442,5.194805194805195,11.03896103896104,0.0,100.0,21.428571428571427,0
ML2226,only in my dreams,debbie gibson,9,3,1,3,1,2,3,2,2,9,0,83,12,71,10.843373493975903,3.6144578313253013,1.2048192771084338,3.6144578313253013,1.2048192771084338,2.4096385542168677,3.6144578313253013,2.4096385542168677,2.4096385542168677,10.843373493975903,0.0,100.0,14.457831325301205,0
ML2227,ive had the time of my life,bill medley and jennifer warnes,21,4,3,13,4,4,8,3,3,19,0,190,25,165,11.052631578947368,2.1052631578947367,1.5789473684210527,6.842105263157895,2.1052631578947367,2.1052631578947367,4.2105263157894735,1.5789473684210527,1.5789473684210527,10.0,0.0,100.0,13.157894736842104,0
ML2228,the next time i fall,peter cetera and amy grant,15,19,5,15,4,5,14,19,0,1,0,126,34,92,11.904761904761905,15.079365079365079,3.9682539682539684,11.904761904761905,3.1746031746031744,3.9682539682539684,11.11111111111111,15.079365079365079,0.0,0.7936507936507936,0.0,100.0,26.984126984126984,0
ML2229,lean on me,club nouveau,14,13,11,9,10,14,12,13,0,10,0,140,27,113,10.0,9.285714285714286,7.857142857142857,6.428571428571429,7.142857142857143,10.0,8.571428571428571,9.285714285714286,0.0,7.142857142857143,0.0,100.0,19.285714285714285,0
ML2230,open your heart,madonna,15,13,9,9,10,19,15,10,1,0,0,193,28,165,7.772020725388601,6.7357512953367875,4.66321243523316,4.66321243523316,5.181347150259067,9.844559585492227,7.772020725388601,5.181347150259067,0.5181347150259067,0.0,0.0,100.0,14.507772020725389,0
ML2231,lost in emotion,lisa lisa and cult jam,19,26,7,3,8,8,12,14,0,8,0,145,45,100,13.10344827586207,17.93103448275862,4.827586206896552,2.0689655172413794,5.517241379310345,5.517241379310345,8.275862068965518,9.655172413793103,0.0,5.517241379310345,0.0,100.0,31.03448275862069,0
ML2232,i just died in your arms,cutting crew,12,5,3,8,2,2,11,4,4,9,0,141,17,124,8.51063829787234,3.5460992907801416,2.127659574468085,5.673758865248227,1.4184397163120568,1.4184397163120568,7.801418439716312,2.8368794326241136,2.8368794326241136,6.382978723404255,0.0,100.0,12.056737588652481,0
ML2233,heart and soul,tpau,12,5,1,8,0,0,12,4,1,6,0,163,17,146,7.361963190184049,3.067484662576687,0.6134969325153374,4.9079754601226995,0.0,0.0,7.361963190184049,2.4539877300613497,0.6134969325153374,3.6809815950920246,0.0,100.0,10.429447852760736,0
ML2234,you keep me hangin on,kim wilde,6,3,0,1,0,3,6,3,1,3,0,143,9,134,4.195804195804196,2.097902097902098,0.0,0.6993006993006993,0.0,2.097902097902098,4.195804195804196,2.097902097902098,0.6993006993006993,2.097902097902098,0.0,100.0,6.293706293706293,0
ML2235,keep your hands to yourself,georgia satellites,20,7,5,4,5,9,13,5,1,4,0,116,27,89,17.24137931034483,6.0344827586206895,4.310344827586207,3.4482758620689653,4.310344827586207,7.758620689655173,11.206896551724139,4.310344827586207,0.8620689655172413,3.4482758620689653,0.0,100.0,23.275862068965516,0
ML2236,i knew you were waiting for me,aretha franklin and george michael,7,15,6,5,1,13,6,7,1,10,0,142,22,120,4.929577464788732,10.56338028169014,4.225352112676056,3.5211267605633805,0.704225352112676,9.154929577464788,4.225352112676056,4.929577464788732,0.704225352112676,7.042253521126761,0.0,100.0,15.492957746478874,0
ML2237,control,janet jackson,10,13,5,10,2,10,8,10,6,6,0,211,23,188,4.739336492890995,6.161137440758294,2.3696682464454977,4.739336492890995,0.9478672985781991,4.739336492890995,3.7914691943127963,4.739336492890995,2.843601895734597,2.843601895734597,0.0,100.0,10.90047393364929,0
ML2238,u got the look,prince,19,9,2,7,3,0,16,4,3,11,0,194,28,166,9.793814432989691,4.639175257731959,1.0309278350515463,3.6082474226804124,1.5463917525773196,0.0,8.24742268041237,2.0618556701030926,1.5463917525773196,5.670103092783505,0.0,100.0,14.43298969072165,0
ML2239,somewhere out there,linda ronstadt and james ingram,5,2,0,4,0,0,5,4,0,3,0,83,7,76,6.024096385542169,2.4096385542168677,0.0,4.819277108433735,0.0,0.0,6.024096385542169,4.819277108433735,0.0,3.6144578313253013,0.0,100.0,8.433734939759036,0
ML2240,land of confusion,genesis,14,8,3,12,1,6,8,5,3,3,0,160,22,138,8.75,5.0,1.875,7.5,0.625,3.75,5.0,3.125,1.875,1.875,0.0,100.0,13.75,0
ML2241,jacobs ladder,huey lewis and the news,7,2,1,9,1,0,5,3,3,5,0,106,9,97,6.60377358490566,1.8867924528301887,0.9433962264150944,8.49056603773585,0.9433962264150944,0.0,4.716981132075472,2.830188679245283,2.830188679245283,4.716981132075472,0.0,100.0,8.49056603773585,0
ML2242,whos that girl,madonna,7,5,0,5,0,2,5,1,3,2,0,202,12,190,3.4653465346534653,2.4752475247524752,0.0,2.4752475247524752,0.0,0.9900990099009901,2.4752475247524752,0.49504950495049505,1.4851485148514851,0.9900990099009901,0.0,100.0,5.9405940594059405,0
ML2243,you got it all,the jets,8,5,1,1,0,7,2,1,0,0,0,135,13,122,5.925925925925926,3.7037037037037037,0.7407407407407407,0.7407407407407407,0.0,5.185185185185185,1.4814814814814814,0.7407407407407407,0.0,0.0,0.0,100.0,9.62962962962963,0
